date,parlay_class,n_legs_bucket,sportmix,contracts,unmapped_flag
2026-04-03,same-game (correlated),2,all-sports,3711491,0
2026-04-03,same-game (correlated),3,all-sports,1959619,0
2026-04-03,same-game (correlated),3,mixed,699,0
2026-04-03,same-game (correlated),4,all-sports,3097007,0
2026-04-03,same-game (correlated),4,mixed,5,0
2026-04-03,same-game (correlated),5-7,all-sports,5095356,0
2026-04-03,same-game (correlated),5-7,mixed,132,0
2026-04-03,same-game (correlated),8+,all-sports,25584537,0
2026-04-03,same-game (correlated),8+,mixed,5345,0
2026-04-03,unclassified (pending legs),unknown,unknown,49835,1
2026-04-04,multi-game (independent),2,all-sports,13554383,0
2026-04-04,multi-game (independent),2,mixed,10236,0
2026-04-04,multi-game (independent),3,all-sports,9960708,0
2026-04-04,multi-game (independent),3,mixed,5931,0
2026-04-04,multi-game (independent),4,all-sports,8623094,0
2026-04-04,multi-game (independent),4,mixed,4931,0
2026-04-04,multi-game (independent),5-7,all-sports,15161958,0
2026-04-04,multi-game (independent),5-7,mixed,10717,0
2026-04-04,multi-game (independent),8+,all-sports,18763291,0
2026-04-04,multi-game (independent),8+,mixed,12492,0
2026-04-04,same-game (correlated),2,all-sports,5617631,0
2026-04-04,same-game (correlated),3,all-sports,2309790,0
2026-04-04,same-game (correlated),3,mixed,339,0
2026-04-04,same-game (correlated),4,all-sports,3485490,0
2026-04-04,same-game (correlated),4,mixed,53,0
2026-04-04,same-game (correlated),5-7,all-sports,5956904,0
2026-04-04,same-game (correlated),5-7,mixed,590,0
2026-04-04,same-game (correlated),8+,all-sports,16584362,0
2026-04-04,same-game (correlated),8+,mixed,11329,0
2026-04-04,unclassified (pending legs),unknown,unknown,879825,1
2026-04-05,multi-game (independent),2,all-sports,9250638,0
2026-04-05,multi-game (independent),2,mixed,22020,0
2026-04-05,multi-game (independent),3,all-sports,8694175,0
2026-04-05,multi-game (independent),3,mixed,6920,0
2026-04-05,multi-game (independent),4,all-sports,7859837,0
2026-04-05,multi-game (independent),4,mixed,4119,0
2026-04-05,multi-game (independent),5-7,all-sports,13162594,0
2026-04-05,multi-game (independent),5-7,mixed,10686,0
2026-04-05,multi-game (independent),8+,all-sports,18091493,0
2026-04-05,multi-game (independent),8+,mixed,27307,0
2026-04-05,same-game (correlated),2,all-sports,4324279,0
2026-04-05,same-game (correlated),3,all-sports,2482399,0
2026-04-05,same-game (correlated),3,mixed,805,0
2026-04-05,same-game (correlated),4,all-sports,2979897,0
2026-04-05,same-game (correlated),5-7,all-sports,6055070,0
2026-04-05,same-game (correlated),5-7,mixed,202,0
2026-04-05,same-game (correlated),8+,all-sports,19317440,0
2026-04-05,same-game (correlated),8+,mixed,3267,0
2026-04-05,unclassified (pending legs),unknown,unknown,67850,1
2026-04-06,multi-game (independent),2,all-sports,7355264,0
2026-04-06,multi-game (independent),2,mixed,30205,0
2026-04-06,multi-game (independent),3,all-sports,7712322,0
2026-04-06,multi-game (independent),3,mixed,7280,0
2026-04-06,multi-game (independent),4,all-sports,7585620,0
2026-04-06,multi-game (independent),4,mixed,2952,0
2026-04-06,multi-game (independent),5-7,all-sports,11161180,0
2026-04-06,multi-game (independent),5-7,mixed,18329,0
2026-04-06,multi-game (independent),8+,all-sports,13580719,0
2026-04-06,multi-game (independent),8+,mixed,23160,0
2026-04-06,same-game (correlated),2,all-sports,6037716,0
2026-04-06,same-game (correlated),3,all-sports,1780967,0
2026-04-06,same-game (correlated),3,mixed,234,0
2026-04-06,same-game (correlated),4,all-sports,2101795,0
2026-04-06,same-game (correlated),4,mixed,251,0
2026-04-06,same-game (correlated),5-7,all-sports,5432520,0
2026-04-06,same-game (correlated),5-7,mixed,686,0
2026-04-06,same-game (correlated),8+,all-sports,14538907,0
2026-04-06,same-game (correlated),8+,mixed,10684,0
2026-04-06,unclassified (pending legs),unknown,unknown,2962731,1
2026-04-07,multi-game (independent),2,all-sports,10226715,0
2026-04-07,multi-game (independent),2,mixed,5358,0
2026-04-07,multi-game (independent),3,all-sports,9357556,0
2026-04-07,multi-game (independent),3,mixed,13361,0
2026-04-07,multi-game (independent),4,all-sports,8812329,0
2026-04-07,multi-game (independent),4,mixed,11214,0
2026-04-07,multi-game (independent),5-7,all-sports,12376093,0
2026-04-07,multi-game (independent),5-7,mixed,7601,0
2026-04-07,multi-game (independent),8+,all-sports,19484261,0
2026-04-07,multi-game (independent),8+,mixed,23994,0
2026-04-07,same-game (correlated),2,all-sports,3758021,0
2026-04-07,same-game (correlated),3,all-sports,2697983,0
2026-04-07,same-game (correlated),3,mixed,151,0
2026-04-07,same-game (correlated),4,all-sports,3328650,0
2026-04-07,same-game (correlated),4,mixed,29,0
2026-04-07,same-game (correlated),5-7,all-sports,6896578,0
2026-04-07,same-game (correlated),5-7,mixed,1746,0
2026-04-07,same-game (correlated),8+,all-sports,33306360,0
2026-04-07,same-game (correlated),8+,mixed,13623,0
2026-04-07,unclassified (pending legs),unknown,unknown,17712,1
2026-04-08,multi-game (independent),2,all-sports,11801133,0
2026-04-08,multi-game (independent),2,mixed,13120,0
2026-04-08,multi-game (independent),3,all-sports,10180325,0
2026-04-08,multi-game (independent),3,mixed,5650,0
2026-04-08,multi-game (independent),4,all-sports,7786791,0
2026-04-08,multi-game (independent),4,mixed,4869,0
2026-04-08,multi-game (independent),5-7,all-sports,13899635,0
2026-04-08,multi-game (independent),5-7,mixed,5005,0
2026-04-08,multi-game (independent),8+,all-sports,13353979,0
2026-04-08,multi-game (independent),8+,mixed,17650,0
2026-04-08,same-game (correlated),2,all-sports,4763668,0
2026-04-08,same-game (correlated),3,all-sports,3113677,0
2026-04-08,same-game (correlated),3,mixed,90,0
2026-04-08,same-game (correlated),4,all-sports,3721608,0
2026-04-08,same-game (correlated),4,mixed,4626,0
2026-04-08,same-game (correlated),5-7,all-sports,7344932,0
2026-04-08,same-game (correlated),5-7,mixed,1330,0
2026-04-08,same-game (correlated),8+,all-sports,23413605,0
2026-04-08,same-game (correlated),8+,mixed,3005,0
2026-04-08,unclassified (pending legs),unknown,unknown,20589,1
2026-04-09,multi-game (independent),2,all-sports,7671653,0
2026-04-09,multi-game (independent),2,mixed,15926,0
2026-04-09,multi-game (independent),3,all-sports,7197484,0
2026-04-09,multi-game (independent),3,mixed,16511,0
2026-04-09,multi-game (independent),4,all-sports,5740019,0
2026-04-09,multi-game (independent),4,mixed,3128,0
2026-04-09,multi-game (independent),5-7,all-sports,13875339,0
2026-04-09,multi-game (independent),5-7,mixed,7556,0
2026-04-09,multi-game (independent),8+,all-sports,10459534,0
2026-04-09,multi-game (independent),8+,mixed,27825,0
2026-04-09,same-game (correlated),2,all-sports,4134258,0
2026-04-09,same-game (correlated),3,all-sports,2481061,0
2026-04-09,same-game (correlated),4,all-sports,3066064,0
2026-04-09,same-game (correlated),4,mixed,60,0
2026-04-09,same-game (correlated),5-7,all-sports,7018237,0
2026-04-09,same-game (correlated),5-7,mixed,648,0
2026-04-09,same-game (correlated),8+,all-sports,24175068,0
2026-04-09,same-game (correlated),8+,mixed,48611,0
2026-04-09,unclassified (pending legs),unknown,unknown,20925,1
2026-04-10,multi-game (independent),2,all-sports,7850014,0
2026-04-10,multi-game (independent),2,mixed,46592,0
2026-04-10,multi-game (independent),3,all-sports,10335505,0
2026-04-10,multi-game (independent),3,mixed,2464,0
2026-04-10,multi-game (independent),4,all-sports,9526586,0
2026-04-10,multi-game (independent),4,mixed,3223,0
2026-04-10,multi-game (independent),5-7,all-sports,16762036,0
2026-04-10,multi-game (independent),5-7,mixed,13024,0
2026-04-10,multi-game (independent),8+,all-sports,44019013,0
2026-04-10,multi-game (independent),8+,mixed,28059,0
2026-04-10,same-game (correlated),2,all-sports,4241283,0
2026-04-10,same-game (correlated),3,all-sports,2280042,0
2026-04-10,same-game (correlated),3,mixed,496,0
2026-04-10,same-game (correlated),4,all-sports,2702498,0
2026-04-10,same-game (correlated),5-7,all-sports,5980962,0
2026-04-10,same-game (correlated),5-7,mixed,70,0
2026-04-10,same-game (correlated),8+,all-sports,25578214,0
2026-04-10,same-game (correlated),8+,mixed,8560,0
2026-04-10,unclassified (pending legs),unknown,unknown,30721,1
2026-04-11,multi-game (independent),2,all-sports,10151726,0
2026-04-11,multi-game (independent),2,mixed,11524,0
2026-04-11,multi-game (independent),3,all-sports,11888447,0
2026-04-11,multi-game (independent),3,mixed,10701,0
2026-04-11,multi-game (independent),4,all-sports,9831597,0
2026-04-11,multi-game (independent),4,mixed,5066,0
2026-04-11,multi-game (independent),5-7,all-sports,23216155,0
2026-04-11,multi-game (independent),5-7,mixed,12251,0
2026-04-11,multi-game (independent),8+,all-sports,23032028,0
2026-04-11,multi-game (independent),8+,mixed,21554,0
2026-04-11,same-game (correlated),2,all-sports,2609112,0
2026-04-11,same-game (correlated),3,all-sports,1901742,0
2026-04-11,same-game (correlated),4,all-sports,2150485,0
2026-04-11,same-game (correlated),4,mixed,10,0
2026-04-11,same-game (correlated),5-7,all-sports,3947750,0
2026-04-11,same-game (correlated),5-7,mixed,502,0
2026-04-11,same-game (correlated),8+,all-sports,6791548,0
2026-04-11,same-game (correlated),8+,mixed,7752,0
2026-04-11,unclassified (pending legs),unknown,unknown,24130,1
2026-04-12,multi-game (independent),2,all-sports,9370323,0
2026-04-12,multi-game (independent),2,mixed,32925,0
2026-04-12,multi-game (independent),3,all-sports,11262589,0
2026-04-12,multi-game (independent),3,mixed,4123,0
2026-04-12,multi-game (independent),4,all-sports,10009352,0
2026-04-12,multi-game (independent),4,mixed,5536,0
2026-04-12,multi-game (independent),5-7,all-sports,21990710,0
2026-04-12,multi-game (independent),5-7,mixed,16890,0
2026-04-12,multi-game (independent),8+,all-sports,23527062,0
2026-04-12,multi-game (independent),8+,mixed,20486,0
2026-04-12,same-game (correlated),2,all-sports,3055271,0
2026-04-12,same-game (correlated),3,all-sports,1657950,0
2026-04-12,same-game (correlated),3,mixed,81,0
2026-04-12,same-game (correlated),4,all-sports,2140392,0
2026-04-12,same-game (correlated),4,mixed,15,0
2026-04-12,same-game (correlated),5-7,all-sports,4145238,0
2026-04-12,same-game (correlated),5-7,mixed,785,0
2026-04-12,same-game (correlated),8+,all-sports,11369931,0
2026-04-12,same-game (correlated),8+,mixed,5843,0
2026-04-12,unclassified (pending legs),unknown,unknown,35306,1
2026-04-13,multi-game (independent),2,all-sports,6801659,0
2026-04-13,multi-game (independent),2,mixed,12958,0
2026-04-13,multi-game (independent),3,all-sports,6911260,0
2026-04-13,multi-game (independent),3,mixed,4890,0
2026-04-13,multi-game (independent),4,all-sports,7246709,0
2026-04-13,multi-game (independent),4,mixed,5009,0
2026-04-13,multi-game (independent),5-7,all-sports,8746459,0
2026-04-13,multi-game (independent),5-7,mixed,12520,0
2026-04-13,multi-game (independent),8+,all-sports,16174887,0
2026-04-13,multi-game (independent),8+,mixed,26702,0
2026-04-13,same-game (correlated),2,all-sports,2055491,0
2026-04-13,same-game (correlated),3,all-sports,1752329,0
2026-04-13,same-game (correlated),3,mixed,138,0
2026-04-13,same-game (correlated),4,all-sports,2937649,0
2026-04-13,same-game (correlated),4,mixed,1882,0
2026-04-13,same-game (correlated),5-7,all-sports,3619734,0
2026-04-13,same-game (correlated),5-7,mixed,3020,0
2026-04-13,same-game (correlated),8+,all-sports,8819604,0
2026-04-13,same-game (correlated),8+,mixed,50466,0
2026-04-13,unclassified (pending legs),unknown,unknown,53123,1
2026-04-14,multi-game (independent),2,all-sports,11395500,0
2026-04-14,multi-game (independent),2,mixed,25301,0
2026-04-14,multi-game (independent),3,all-sports,8884944,0
2026-04-14,multi-game (independent),3,mixed,4531,0
2026-04-14,multi-game (independent),4,all-sports,11412211,0
2026-04-14,multi-game (independent),4,mixed,7058,0
2026-04-14,multi-game (independent),5-7,all-sports,11068928,0
2026-04-14,multi-game (independent),5-7,mixed,12908,0
2026-04-14,multi-game (independent),8+,all-sports,19912132,0
2026-04-14,multi-game (independent),8+,mixed,11413,0
2026-04-14,same-game (correlated),2,all-sports,3812074,0
2026-04-14,same-game (correlated),3,all-sports,3172995,0
2026-04-14,same-game (correlated),3,mixed,22,0
2026-04-14,same-game (correlated),4,all-sports,4520497,0
2026-04-14,same-game (correlated),4,mixed,1142,0
2026-04-14,same-game (correlated),5-7,all-sports,7521381,0
2026-04-14,same-game (correlated),5-7,mixed,2926,0
2026-04-14,same-game (correlated),8+,all-sports,18316732,0
2026-04-14,same-game (correlated),8+,mixed,20915,0
2026-04-14,unclassified (pending legs),unknown,unknown,78926,1
2026-04-15,multi-game (independent),2,all-sports,11505152,0
2026-04-15,multi-game (independent),2,mixed,163842,0
2026-04-15,multi-game (independent),3,all-sports,8042364,0
2026-04-15,multi-game (independent),3,mixed,11348,0
2026-04-15,multi-game (independent),4,all-sports,6251701,0
2026-04-15,multi-game (independent),4,mixed,4872,0
2026-04-15,multi-game (independent),5-7,all-sports,10170498,0
2026-04-15,multi-game (independent),5-7,mixed,10409,0
2026-04-15,multi-game (independent),8+,all-sports,14123694,0
2026-04-15,multi-game (independent),8+,mixed,23858,0
2026-04-15,same-game (correlated),2,all-sports,5158804,0
2026-04-15,same-game (correlated),3,all-sports,3708440,0
2026-04-15,same-game (correlated),3,mixed,158,0
2026-04-15,same-game (correlated),4,all-sports,5163031,0
2026-04-15,same-game (correlated),5-7,all-sports,7639247,0
2026-04-15,same-game (correlated),5-7,mixed,2951,0
2026-04-15,same-game (correlated),8+,all-sports,15410606,0
2026-04-15,same-game (correlated),8+,mixed,10730,0
2026-04-15,unclassified (pending legs),unknown,unknown,132169,1
2026-04-16,multi-game (independent),2,all-sports,8135040,0
2026-04-16,multi-game (independent),2,mixed,16351,0
2026-04-16,multi-game (independent),3,all-sports,9078702,0
2026-04-16,multi-game (independent),3,mixed,16475,0
2026-04-16,multi-game (independent),4,all-sports,5854777,0
2026-04-16,multi-game (independent),4,mixed,7955,0
2026-04-16,multi-game (independent),5-7,all-sports,10220679,0
2026-04-16,multi-game (independent),5-7,mixed,13517,0
2026-04-16,multi-game (independent),8+,all-sports,9276401,0
2026-04-16,multi-game (independent),8+,mixed,25671,0
2026-04-16,same-game (correlated),2,all-sports,3696062,0
2026-04-16,same-game (correlated),3,all-sports,2657275,0
2026-04-16,same-game (correlated),3,mixed,1223,0
2026-04-16,same-game (correlated),4,all-sports,3655158,0
2026-04-16,same-game (correlated),4,mixed,788,0
2026-04-16,same-game (correlated),5-7,all-sports,5072970,0
2026-04-16,same-game (correlated),5-7,mixed,1149,0
2026-04-16,same-game (correlated),8+,all-sports,11005712,0
2026-04-16,same-game (correlated),8+,mixed,13465,0
2026-04-16,unclassified (pending legs),unknown,unknown,46859,1
2026-04-17,multi-game (independent),2,all-sports,9090354,0
2026-04-17,multi-game (independent),2,mixed,12851,0
2026-04-17,multi-game (independent),3,all-sports,9752073,0
2026-04-17,multi-game (independent),3,mixed,4344,0
2026-04-17,multi-game (independent),4,all-sports,7771703,0
2026-04-17,multi-game (independent),4,mixed,9178,0
2026-04-17,multi-game (independent),5-7,all-sports,11403401,0
2026-04-17,multi-game (independent),5-7,mixed,8883,0
2026-04-17,multi-game (independent),8+,all-sports,17689893,0
2026-04-17,multi-game (independent),8+,mixed,33890,0
2026-04-17,same-game (correlated),2,all-sports,5573655,0
2026-04-17,same-game (correlated),3,all-sports,4577577,0
2026-04-17,same-game (correlated),3,mixed,8,0
2026-04-17,same-game (correlated),4,all-sports,5766274,0
2026-04-17,same-game (correlated),4,mixed,387,0
2026-04-17,same-game (correlated),5-7,all-sports,9844562,0
2026-04-17,same-game (correlated),5-7,mixed,3101,0
2026-04-17,same-game (correlated),8+,all-sports,20911462,0
2026-04-17,same-game (correlated),8+,mixed,32653,0
2026-04-17,unclassified (pending legs),unknown,unknown,73982,1
2026-04-18,multi-game (independent),2,all-sports,11216027,0
2026-04-18,multi-game (independent),2,mixed,5301,0
2026-04-18,multi-game (independent),3,all-sports,12347714,0
2026-04-18,multi-game (independent),3,mixed,7961,0
2026-04-18,multi-game (independent),4,all-sports,11614468,0
2026-04-18,multi-game (independent),4,mixed,2755,0
2026-04-18,multi-game (independent),5-7,all-sports,16292267,0
2026-04-18,multi-game (independent),5-7,mixed,17316,0
2026-04-18,multi-game (independent),8+,all-sports,18333443,0
2026-04-18,multi-game (independent),8+,mixed,36129,0
2026-04-18,same-game (correlated),2,all-sports,6897926,0
2026-04-18,same-game (correlated),3,all-sports,4134077,0
2026-04-18,same-game (correlated),3,mixed,1184,0
2026-04-18,same-game (correlated),4,all-sports,4571835,0
2026-04-18,same-game (correlated),4,mixed,44,0
2026-04-18,same-game (correlated),5-7,all-sports,9885783,0
2026-04-18,same-game (correlated),5-7,mixed,2488,0
2026-04-18,same-game (correlated),8+,all-sports,18719508,0
2026-04-18,same-game (correlated),8+,mixed,28437,0
2026-04-18,unclassified (pending legs),unknown,unknown,32024,1
2026-04-19,multi-game (independent),2,all-sports,9099688,0
2026-04-19,multi-game (independent),2,mixed,19032,0
2026-04-19,multi-game (independent),3,all-sports,10228143,0
2026-04-19,multi-game (independent),3,mixed,5522,0
2026-04-19,multi-game (independent),4,all-sports,10620409,0
2026-04-19,multi-game (independent),4,mixed,13200,0
2026-04-19,multi-game (independent),5-7,all-sports,11303858,0
2026-04-19,multi-game (independent),5-7,mixed,17879,0
2026-04-19,multi-game (independent),8+,all-sports,19087560,0
2026-04-19,multi-game (independent),8+,mixed,33590,0
2026-04-19,same-game (correlated),2,all-sports,7659016,0
2026-04-19,same-game (correlated),3,all-sports,5031951,0
2026-04-19,same-game (correlated),3,mixed,778,0
2026-04-19,same-game (correlated),4,all-sports,5655950,0
2026-04-19,same-game (correlated),4,mixed,969,0
2026-04-19,same-game (correlated),5-7,all-sports,11574053,0
2026-04-19,same-game (correlated),5-7,mixed,1145,0
2026-04-19,same-game (correlated),8+,all-sports,29335978,0
2026-04-19,same-game (correlated),8+,mixed,3237,0
2026-04-19,unclassified (pending legs),unknown,unknown,16998,1
2026-04-20,multi-game (independent),2,all-sports,8023389,0
2026-04-20,multi-game (independent),2,mixed,31715,0
2026-04-20,multi-game (independent),3,all-sports,10357140,0
2026-04-20,multi-game (independent),3,mixed,5232,0
2026-04-20,multi-game (independent),4,all-sports,6748265,0
2026-04-20,multi-game (independent),4,mixed,4351,0
2026-04-20,multi-game (independent),5-7,all-sports,9589970,0
2026-04-20,multi-game (independent),5-7,mixed,13928,0
2026-04-20,multi-game (independent),8+,all-sports,12232957,0
2026-04-20,multi-game (independent),8+,mixed,24486,0
2026-04-20,same-game (correlated),2,all-sports,5028164,0
2026-04-20,same-game (correlated),3,all-sports,3629392,0
2026-04-20,same-game (correlated),3,mixed,2565,0
2026-04-20,same-game (correlated),4,all-sports,4581958,0
2026-04-20,same-game (correlated),4,mixed,111,0
2026-04-20,same-game (correlated),5-7,all-sports,9159422,0
2026-04-20,same-game (correlated),5-7,mixed,42,0
2026-04-20,same-game (correlated),8+,all-sports,32245276,0
2026-04-20,same-game (correlated),8+,mixed,14376,0
2026-04-20,unclassified (pending legs),unknown,unknown,61679,1
2026-04-21,multi-game (independent),2,all-sports,11068379,0
2026-04-21,multi-game (independent),2,mixed,24901,0
2026-04-21,multi-game (independent),3,all-sports,15062803,0
2026-04-21,multi-game (independent),3,mixed,6898,0
2026-04-21,multi-game (independent),4,all-sports,10261270,0
2026-04-21,multi-game (independent),4,mixed,2162,0
2026-04-21,multi-game (independent),5-7,all-sports,13972814,0
2026-04-21,multi-game (independent),5-7,mixed,15672,0
2026-04-21,multi-game (independent),8+,all-sports,24186663,0
2026-04-21,multi-game (independent),8+,mixed,25822,0
2026-04-21,same-game (correlated),2,all-sports,5931513,0
2026-04-21,same-game (correlated),3,all-sports,3907307,0
2026-04-21,same-game (correlated),3,mixed,127,0
2026-04-21,same-game (correlated),4,all-sports,5350532,0
2026-04-21,same-game (correlated),4,mixed,133,0
2026-04-21,same-game (correlated),5-7,all-sports,11400223,0
2026-04-21,same-game (correlated),5-7,mixed,392,0
2026-04-21,same-game (correlated),8+,all-sports,47048910,0
2026-04-21,same-game (correlated),8+,mixed,13860,0
2026-04-21,unclassified (pending legs),unknown,unknown,39124,1
2026-04-22,multi-game (independent),2,all-sports,16281268,0
2026-04-22,multi-game (independent),2,mixed,203027,0
2026-04-22,multi-game (independent),3,all-sports,12182878,0
2026-04-22,multi-game (independent),3,mixed,27162,0
2026-04-22,multi-game (independent),4,all-sports,9847367,0
2026-04-22,multi-game (independent),4,mixed,4513,0
2026-04-22,multi-game (independent),5-7,all-sports,16337606,0
2026-04-22,multi-game (independent),5-7,mixed,30469,0
2026-04-22,multi-game (independent),8+,all-sports,20519960,0
2026-04-22,multi-game (independent),8+,mixed,30227,0
2026-04-22,same-game (correlated),2,all-sports,5941316,0
2026-04-22,same-game (correlated),3,all-sports,4416187,0
2026-04-22,same-game (correlated),3,mixed,314,0
2026-04-22,same-game (correlated),4,all-sports,5892049,0
2026-04-22,same-game (correlated),4,mixed,895,0
2026-04-22,same-game (correlated),5-7,all-sports,10524200,0
2026-04-22,same-game (correlated),5-7,mixed,2436,0
2026-04-22,same-game (correlated),8+,all-sports,30061795,0
2026-04-22,same-game (correlated),8+,mixed,16146,0
2026-04-22,unclassified (pending legs),unknown,unknown,56563,1
2026-04-23,multi-game (independent),2,all-sports,11796013,0
2026-04-23,multi-game (independent),2,mixed,466837,0
2026-04-23,multi-game (independent),3,all-sports,14587811,0
2026-04-23,multi-game (independent),3,mixed,12535,0
2026-04-23,multi-game (independent),4,all-sports,10673988,0
2026-04-23,multi-game (independent),4,mixed,6040,0
2026-04-23,multi-game (independent),5-7,all-sports,13155912,0
2026-04-23,multi-game (independent),5-7,mixed,21646,0
2026-04-23,multi-game (independent),8+,all-sports,11230836,0
2026-04-23,multi-game (independent),8+,mixed,51255,0
2026-04-23,same-game (correlated),2,all-sports,5841937,0
2026-04-23,same-game (correlated),3,all-sports,4898783,0
2026-04-23,same-game (correlated),3,mixed,21,0
2026-04-23,same-game (correlated),4,all-sports,6178638,0
2026-04-23,same-game (correlated),4,mixed,519,0
2026-04-23,same-game (correlated),5-7,all-sports,11615434,0
2026-04-23,same-game (correlated),5-7,mixed,7662,0
2026-04-23,same-game (correlated),8+,all-sports,42587895,0
2026-04-23,same-game (correlated),8+,mixed,16180,0
2026-04-23,unclassified (pending legs),unknown,unknown,45180,1
2026-04-24,multi-game (independent),2,all-sports,10777587,0
2026-04-24,multi-game (independent),2,mixed,350256,0
2026-04-24,multi-game (independent),3,all-sports,15810106,0
2026-04-24,multi-game (independent),3,mixed,7495,0
2026-04-24,multi-game (independent),4,all-sports,15868060,0
2026-04-24,multi-game (independent),4,mixed,4448,0
2026-04-24,multi-game (independent),5-7,all-sports,16956020,0
2026-04-24,multi-game (independent),5-7,mixed,27847,0
2026-04-24,multi-game (independent),8+,all-sports,21345776,0
2026-04-24,multi-game (independent),8+,mixed,28631,0
2026-04-24,same-game (correlated),2,all-sports,6925273,0
2026-04-24,same-game (correlated),3,all-sports,4211726,0
2026-04-24,same-game (correlated),3,mixed,3592,0
2026-04-24,same-game (correlated),4,all-sports,5253144,0
2026-04-24,same-game (correlated),4,mixed,1142,0
2026-04-24,same-game (correlated),5-7,all-sports,11828003,0
2026-04-24,same-game (correlated),5-7,mixed,1062,0
2026-04-24,same-game (correlated),8+,all-sports,37202257,0
2026-04-24,same-game (correlated),8+,mixed,8822,0
2026-04-24,unclassified (pending legs),unknown,unknown,23103,1
2026-04-25,multi-game (independent),2,all-sports,13326983,0
2026-04-25,multi-game (independent),2,mixed,1225635,0
2026-04-25,multi-game (independent),3,all-sports,16002348,0
2026-04-25,multi-game (independent),3,mixed,18175,0
2026-04-25,multi-game (independent),4,all-sports,15326026,0
2026-04-25,multi-game (independent),4,mixed,4899,0
2026-04-25,multi-game (independent),5-7,all-sports,23479739,0
2026-04-25,multi-game (independent),5-7,mixed,19002,0
2026-04-25,multi-game (independent),8+,all-sports,26783446,0
2026-04-25,multi-game (independent),8+,mixed,39273,0
2026-04-25,same-game (correlated),2,all-sports,8696015,0
2026-04-25,same-game (correlated),3,all-sports,5784740,0
2026-04-25,same-game (correlated),3,mixed,986,0
2026-04-25,same-game (correlated),4,all-sports,7190230,0
2026-04-25,same-game (correlated),4,mixed,2139,0
2026-04-25,same-game (correlated),5-7,all-sports,16307894,0
2026-04-25,same-game (correlated),5-7,mixed,3616,0
2026-04-25,same-game (correlated),8+,all-sports,54575725,0
2026-04-25,same-game (correlated),8+,mixed,72738,0
2026-04-25,unclassified (pending legs),unknown,unknown,25935,1
2026-04-26,multi-game (independent),2,all-sports,12597081,0
2026-04-26,multi-game (independent),2,mixed,1391420,0
2026-04-26,multi-game (independent),3,all-sports,16729596,0
2026-04-26,multi-game (independent),3,mixed,271370,0
2026-04-26,multi-game (independent),4,all-sports,13531536,0
2026-04-26,multi-game (independent),4,mixed,32305,0
2026-04-26,multi-game (independent),5-7,all-sports,15526255,0
2026-04-26,multi-game (independent),5-7,mixed,8693,0
2026-04-26,multi-game (independent),8+,all-sports,21337688,0
2026-04-26,multi-game (independent),8+,mixed,75113,0
2026-04-26,same-game (correlated),2,all-sports,10557603,0
2026-04-26,same-game (correlated),3,all-sports,6551567,0
2026-04-26,same-game (correlated),3,mixed,3619,0
2026-04-26,same-game (correlated),4,all-sports,7515723,0
2026-04-26,same-game (correlated),4,mixed,2562,0
2026-04-26,same-game (correlated),5-7,all-sports,17394856,0
2026-04-26,same-game (correlated),5-7,mixed,2742,0
2026-04-26,same-game (correlated),8+,all-sports,42637432,0
2026-04-26,same-game (correlated),8+,mixed,41768,0
2026-04-26,unclassified (pending legs),unknown,unknown,125214,1
2026-04-27,multi-game (independent),2,all-sports,10468154,0
2026-04-27,multi-game (independent),2,mixed,17151,0
2026-04-27,multi-game (independent),3,all-sports,13799454,0
2026-04-27,multi-game (independent),3,mixed,7545,0
2026-04-27,multi-game (independent),4,all-sports,9543988,0
2026-04-27,multi-game (independent),4,mixed,7761,0
2026-04-27,multi-game (independent),5-7,all-sports,11982469,0
2026-04-27,multi-game (independent),5-7,mixed,25446,0
2026-04-27,multi-game (independent),8+,all-sports,9847591,0
2026-04-27,multi-game (independent),8+,mixed,52866,0
2026-04-27,same-game (correlated),2,all-sports,5040132,0
2026-04-27,same-game (correlated),3,all-sports,4058593,0
2026-04-27,same-game (correlated),3,mixed,473,0
2026-04-27,same-game (correlated),4,all-sports,4993953,0
2026-04-27,same-game (correlated),4,mixed,34,0
2026-04-27,same-game (correlated),5-7,all-sports,10945118,0
2026-04-27,same-game (correlated),5-7,mixed,4114,0
2026-04-27,same-game (correlated),8+,all-sports,45627714,0
2026-04-27,same-game (correlated),8+,mixed,56524,0
2026-04-27,unclassified (pending legs),unknown,unknown,22442,1
2026-04-28,multi-game (independent),2,all-sports,10286725,0
2026-04-28,multi-game (independent),2,mixed,48108,0
2026-04-28,multi-game (independent),3,all-sports,15314358,0
2026-04-28,multi-game (independent),3,mixed,9469,0
2026-04-28,multi-game (independent),4,all-sports,9256369,0
2026-04-28,multi-game (independent),4,mixed,30167,0
2026-04-28,multi-game (independent),5-7,all-sports,14990242,0
2026-04-28,multi-game (independent),5-7,mixed,35328,0
2026-04-28,multi-game (independent),8+,all-sports,32330297,0
2026-04-28,multi-game (independent),8+,mixed,35388,0
2026-04-28,same-game (correlated),2,all-sports,6569023,0
2026-04-28,same-game (correlated),3,all-sports,3798848,0
2026-04-28,same-game (correlated),3,mixed,579,0
2026-04-28,same-game (correlated),4,all-sports,5182413,0
2026-04-28,same-game (correlated),4,mixed,223,0
2026-04-28,same-game (correlated),5-7,all-sports,12454539,0
2026-04-28,same-game (correlated),5-7,mixed,1851,0
2026-04-28,same-game (correlated),8+,all-sports,45154644,0
