date,category,contracts
2025-08-22,Politics,137749
2025-08-22,Science and Technology,0
2025-08-22,Weather,115
2025-08-23,Basketball (pro),0
2025-08-23,Commodities,0
2025-08-23,Crypto,0
2025-08-23,Economics,590
2025-08-23,Financials,33
2025-08-23,Football,0
2025-08-23,Other,0
2025-08-23,Politics,629
2025-08-23,Science and Technology,0
2025-08-23,Weather,0
2025-08-24,Basketball (pro),0
2025-08-24,Commodities,2515
2025-08-24,Crypto,1160
2025-08-24,Economics,10924
2025-08-24,Financials,0
2025-08-24,Football,0
2025-08-24,Other,0
2025-08-24,Politics,175
2025-08-24,Science and Technology,0
2025-08-24,Weather,1857
2025-08-25,Basketball (pro),0
2025-08-25,Commodities,30504
2025-08-25,Crypto,13445
2025-08-25,Economics,25591
2025-08-25,Financials,17176
2025-08-25,Football,0
2025-08-25,Other,0
2025-08-25,Politics,411075
2025-08-25,Science and Technology,0
2025-08-25,Weather,1220
2025-08-26,Basketball (pro),0
2025-08-26,Commodities,9186
2025-08-26,Crypto,12148
2025-08-26,Economics,25811
2025-08-26,Financials,14400
2025-08-26,Football,0
2025-08-26,Other,0
2025-08-26,Politics,100189
2025-08-26,Science and Technology,0
2025-08-26,Weather,380
2025-08-27,Basketball (pro),0
2025-08-27,Commodities,27668
2025-08-27,Crypto,11227
2025-08-27,Economics,116113
2025-08-27,Financials,12321
2025-08-27,Football,0
2025-08-27,Other,0
2025-08-27,Politics,2664
2025-08-27,Science and Technology,0
2025-08-27,Weather,617
2025-08-28,Basketball (pro),0
2025-08-28,Commodities,25307
2025-08-28,Crypto,5489
2025-08-28,Economics,111440
2025-08-28,Financials,27641
2025-08-28,Football,0
2025-08-28,Other,0
2025-08-28,Politics,81318
2025-08-28,Science and Technology,0
2025-08-28,Weather,1949
2025-08-29,Basketball (pro),0
2025-08-29,Commodities,34532
2025-08-29,Crypto,9105
2025-08-29,Economics,46863
2025-08-29,Financials,10945
2025-08-29,Football,0
2025-08-29,Other,0
2025-08-29,Politics,144885
2025-08-29,Science and Technology,0
2025-08-29,Weather,250
2025-08-30,Basketball (pro),0
2025-08-30,Commodities,100
2025-08-30,Crypto,1193
2025-08-30,Economics,1322
2025-08-30,Financials,0
2025-08-30,Football,0
2025-08-30,Other,0
2025-08-30,Politics,4090
2025-08-30,Science and Technology,0
2025-08-30,Weather,30
2025-08-31,Basketball (pro),0
2025-08-31,Commodities,5
2025-08-31,Crypto,1460
2025-08-31,Economics,14565
2025-08-31,Financials,0
2025-08-31,Football,0
2025-08-31,Other,0
2025-08-31,Politics,2060
2025-08-31,Science and Technology,0
2025-08-31,Weather,540
2025-09-01,Basketball (pro),0
2025-09-01,Commodities,12227
2025-09-01,Crypto,8860
2025-09-01,Economics,17590
2025-09-01,Financials,3298
2025-09-01,Football,0
2025-09-01,Other,0
2025-09-01,Politics,46211
2025-09-01,Science and Technology,0
2025-09-01,Weather,280
2025-09-02,Basketball (pro),0
2025-09-02,Commodities,30552
2025-09-02,Crypto,13425
2025-09-02,Economics,20536
2025-09-02,Financials,21405
2025-09-02,Football,0
2025-09-02,Other,0
2025-09-02,Politics,143780
2025-09-02,Science and Technology,0
2025-09-02,Weather,682
2025-09-03,Basketball (pro),0
2025-09-03,Commodities,13003
2025-09-03,Crypto,11665
2025-09-03,Economics,31331
2025-09-03,Financials,18351
2025-09-03,Football,0
2025-09-03,Other,0
2025-09-03,Politics,92768
2025-09-03,Science and Technology,0
2025-09-03,Weather,160
2025-09-04,Basketball (pro),0
2025-09-04,Commodities,5646
2025-09-04,Crypto,18987
2025-09-04,Economics,40533
2025-09-04,Financials,16884
2025-09-04,Football,0
2025-09-04,Other,0
2025-09-04,Politics,54148
2025-09-04,Science and Technology,0
2025-09-04,Weather,100
2025-09-05,Basketball (pro),0
2025-09-05,Commodities,13051
2025-09-05,Crypto,15161
2025-09-05,Economics,87723
2025-09-05,Financials,28345
2025-09-05,Football,0
2025-09-05,Other,0
2025-09-05,Politics,109759
2025-09-05,Science and Technology,0
2025-09-05,Weather,20
2025-09-06,Basketball (pro),0
2025-09-06,Commodities,0
2025-09-06,Crypto,0
2025-09-06,Economics,3026
2025-09-06,Financials,0
2025-09-06,Football,0
2025-09-06,Other,0
2025-09-06,Politics,232
2025-09-06,Science and Technology,0
2025-09-06,Weather,0
2025-09-07,Basketball (pro),0
2025-09-07,Commodities,1
2025-09-07,Crypto,4932
2025-09-07,Economics,65697
2025-09-07,Financials,0
2025-09-07,Football,0
2025-09-07,Other,0
2025-09-07,Politics,3663
2025-09-07,Science and Technology,0
2025-09-07,Weather,25
2025-09-08,Basketball (pro),0
2025-09-08,Commodities,8006
2025-09-08,Crypto,29165
2025-09-08,Economics,177075
2025-09-08,Financials,19551
2025-09-08,Football,0
2025-09-08,Other,0
2025-09-08,Politics,10881
2025-09-08,Science and Technology,0
2025-09-08,Weather,530
2025-09-09,Basketball (pro),0
2025-09-09,Commodities,11941
2025-09-09,Crypto,15463
2025-09-09,Economics,267902
2025-09-09,Financials,23297
2025-09-09,Football,0
2025-09-09,Other,0
2025-09-09,Politics,34584
2025-09-09,Science and Technology,0
2025-09-09,Weather,10529
2025-09-10,Basketball (pro),0
2025-09-10,Commodities,15361
2025-09-10,Crypto,18866
2025-09-10,Economics,354174
2025-09-10,Financials,19913
2025-09-10,Football,0
2025-09-10,Other,0
2025-09-10,Politics,164356
2025-09-10,Science and Technology,0
2025-09-10,Weather,2936
2025-09-11,Basketball (pro),0
2025-09-11,Commodities,18776
2025-09-11,Crypto,16702
2025-09-11,Economics,165667
2025-09-11,Financials,18299
2025-09-11,Football,0
2025-09-11,Other,0
2025-09-11,Politics,4895
2025-09-11,Science and Technology,0
2025-09-11,Weather,2309
2025-09-12,Basketball (pro),0
2025-09-12,Commodities,7967
2025-09-12,Crypto,17714
2025-09-12,Economics,175751
2025-09-12,Financials,19965
2025-09-12,Football,0
2025-09-12,Other,0
2025-09-12,Politics,10611
2025-09-12,Science and Technology,0
2025-09-12,Weather,2670
2025-09-13,Basketball (pro),0
2025-09-13,Commodities,300
2025-09-13,Crypto,0
2025-09-13,Economics,2620
2025-09-13,Financials,0
2025-09-13,Football,0
2025-09-13,Other,0
2025-09-13,Politics,323
2025-09-13,Science and Technology,0
2025-09-13,Weather,880
2025-09-14,Basketball (pro),0
2025-09-14,Commodities,567
2025-09-14,Crypto,2523
2025-09-14,Economics,31978
2025-09-14,Financials,0
2025-09-14,Football,0
2025-09-14,Other,0
2025-09-14,Politics,516
2025-09-14,Science and Technology,0
2025-09-14,Weather,880
2025-09-15,Basketball (pro),0
2025-09-15,Commodities,12401
2025-09-15,Crypto,24636
2025-09-15,Economics,103869
2025-09-15,Financials,16966
2025-09-15,Football,0
2025-09-15,Other,0
2025-09-15,Politics,80486
2025-09-15,Science and Technology,0
2025-09-15,Weather,2775
2025-09-16,Basketball (pro),0
2025-09-16,Commodities,18969
2025-09-16,Crypto,14120
2025-09-16,Economics,405834
2025-09-16,Financials,8727
2025-09-16,Football,0
2025-09-16,Other,0
2025-09-16,Politics,43255
2025-09-16,Science and Technology,546
2025-09-16,Weather,2710
2025-09-17,Basketball (pro),0
2025-09-17,Commodities,16165
2025-09-17,Crypto,13742
2025-09-17,Economics,1067749
2025-09-17,Financials,8824
2025-09-17,Football,0
2025-09-17,Other,0
2025-09-17,Politics,22288
2025-09-17,Science and Technology,196
2025-09-17,Weather,940
2025-09-18,Basketball (pro),0
2025-09-18,Commodities,6177
2025-09-18,Crypto,23418
2025-09-18,Economics,20254
2025-09-18,Financials,6272
2025-09-18,Football,0
2025-09-18,Other,0
2025-09-18,Politics,232909
2025-09-18,Science and Technology,821
2025-09-18,Weather,3120
2025-09-19,Basketball (pro),0
2025-09-19,Commodities,2722
2025-09-19,Crypto,28390
2025-09-19,Economics,18350
2025-09-19,Financials,12677
2025-09-19,Football,0
2025-09-19,Other,0
2025-09-19,Politics,125778
2025-09-19,Science and Technology,90
2025-09-19,Weather,2221
2025-09-20,Basketball (pro),0
2025-09-20,Commodities,20
2025-09-20,Crypto,0
2025-09-20,Economics,1746
2025-09-20,Financials,0
2025-09-20,Football,0
2025-09-20,Other,0
2025-09-20,Politics,21490
2025-09-20,Science and Technology,0
2025-09-20,Weather,710
2025-09-21,Basketball (pro),0
2025-09-21,Commodities,103
2025-09-21,Crypto,6535
2025-09-21,Economics,6262
2025-09-21,Financials,0
2025-09-21,Football,0
2025-09-21,Other,0
2025-09-21,Politics,10963
2025-09-21,Science and Technology,0
2025-09-21,Weather,750
2025-09-22,Basketball (pro),0
2025-09-22,Commodities,21196
2025-09-22,Crypto,31395
2025-09-22,Economics,2950
2025-09-22,Financials,1256
2025-09-22,Football,0
2025-09-22,Other,0
2025-09-22,Politics,80613
2025-09-22,Science and Technology,0
2025-09-22,Weather,2200
2025-09-23,Basketball (pro),0
2025-09-23,Commodities,7989
2025-09-23,Crypto,20765
2025-09-23,Economics,37080
2025-09-23,Financials,5369
2025-09-23,Football,0
2025-09-23,Other,0
2025-09-23,Politics,9327
2025-09-23,Science and Technology,30
2025-09-23,Weather,1243
2025-09-24,Basketball (pro),0
2025-09-24,Commodities,12651
2025-09-24,Crypto,31148
2025-09-24,Economics,7122
2025-09-24,Financials,3400
2025-09-24,Football,0
2025-09-24,Other,0
2025-09-24,Politics,131883
2025-09-24,Science and Technology,20
2025-09-24,Weather,1148
2025-09-25,Basketball (pro),0
2025-09-25,Commodities,16132
2025-09-25,Crypto,17649
2025-09-25,Economics,64259
2025-09-25,Financials,8367
2025-09-25,Football,0
2025-09-25,Other,0
2025-09-25,Politics,77709
2025-09-25,Science and Technology,290
2025-09-25,Weather,2981
2025-09-26,Basketball (pro),0
2025-09-26,Commodities,5768
2025-09-26,Crypto,16949
2025-09-26,Economics,21528
2025-09-26,Financials,7460
2025-09-26,Football,0
2025-09-26,Other,0
2025-09-26,Politics,71078
2025-09-26,Science and Technology,1260
2025-09-26,Weather,1553
2025-09-27,Basketball (pro),0
2025-09-27,Commodities,0
2025-09-27,Crypto,0
2025-09-27,Economics,204
2025-09-27,Financials,0
2025-09-27,Football,0
2025-09-27,Other,0
2025-09-27,Politics,26087
2025-09-27,Science and Technology,30
2025-09-27,Weather,750
2025-09-28,Basketball (pro),0
2025-09-28,Commodities,100
2025-09-28,Crypto,10147
2025-09-28,Economics,8926
2025-09-28,Financials,0
2025-09-28,Football,0
2025-09-28,Other,0
2025-09-28,Politics,182726
2025-09-28,Science and Technology,597
2025-09-28,Weather,2214
2025-09-29,Basketball (pro),0
2025-09-29,Commodities,10243
2025-09-29,Crypto,23451
2025-09-29,Economics,7412
2025-09-29,Financials,4702
2025-09-29,Football,0
2025-09-29,Other,0
2025-09-29,Politics,46702
2025-09-29,Science and Technology,465
2025-09-29,Weather,2601
2025-09-30,Basketball (pro),0
2025-09-30,Commodities,35393
2025-09-30,Crypto,25154
2025-09-30,Economics,18575
2025-09-30,Financials,8196
2025-09-30,Football,0
2025-09-30,Other,0
2025-09-30,Politics,59645
2025-09-30,Science and Technology,3523
2025-09-30,Weather,1540
2025-10-01,Basketball (pro),0
2025-10-01,Commodities,10461
2025-10-01,Crypto,54026
2025-10-01,Economics,16794
2025-10-01,Financials,2474
2025-10-01,Football,0
2025-10-01,Other,0
2025-10-01,Politics,66320
2025-10-01,Science and Technology,293
2025-10-01,Weather,3882
2025-10-02,Basketball (pro),0
2025-10-02,Commodities,41354
2025-10-02,Crypto,26784
2025-10-02,Economics,12846
2025-10-02,Financials,12029
2025-10-02,Football,0
2025-10-02,Other,0
2025-10-02,Politics,88016
2025-10-02,Science and Technology,953
2025-10-02,Weather,731
2025-10-03,Basketball (pro),0
2025-10-03,Commodities,9047
2025-10-03,Crypto,33463
2025-10-03,Economics,17826
2025-10-03,Financials,4055
2025-10-03,Football,0
2025-10-03,Other,0
2025-10-03,Politics,223625
2025-10-03,Science and Technology,352
2025-10-03,Weather,1845
2025-10-04,Basketball (pro),0
2025-10-04,Commodities,211
2025-10-04,Crypto,1250
2025-10-04,Economics,336
2025-10-04,Financials,450
2025-10-04,Football,0
2025-10-04,Other,0
2025-10-04,Politics,10259
2025-10-04,Science and Technology,10
2025-10-04,Weather,463
2025-10-05,Basketball (pro),0
2025-10-05,Commodities,20
2025-10-05,Crypto,3709
2025-10-05,Economics,7226
2025-10-05,Financials,100
2025-10-05,Football,0
2025-10-05,Other,0
2025-10-05,Politics,6668
2025-10-05,Science and Technology,160
2025-10-05,Weather,455
2025-10-06,Basketball (pro),0
2025-10-06,Commodities,41024
2025-10-06,Crypto,21566
2025-10-06,Economics,35625
2025-10-06,Financials,45773
2025-10-06,Football,0
2025-10-06,Other,0
2025-10-06,Politics,226543
2025-10-06,Science and Technology,502
2025-10-06,Weather,1340
2025-10-07,Basketball (pro),0
2025-10-07,Commodities,15061
2025-10-07,Crypto,23977
2025-10-07,Economics,33749
2025-10-07,Financials,5662
2025-10-07,Football,0
2025-10-07,Other,0
2025-10-07,Politics,19889
2025-10-07,Science and Technology,420
2025-10-07,Weather,765
2025-10-08,Basketball (pro),0
2025-10-08,Commodities,23119
2025-10-08,Crypto,9955
2025-10-08,Economics,18304
2025-10-08,Financials,8862
2025-10-08,Football,0
2025-10-08,Other,0
2025-10-08,Politics,6318
2025-10-08,Science and Technology,170
2025-10-08,Weather,1107
2025-10-09,Basketball (pro),0
2025-10-09,Commodities,21108
2025-10-09,Crypto,12645
2025-10-09,Economics,53302
2025-10-09,Financials,6087
2025-10-09,Football,0
2025-10-09,Other,0
2025-10-09,Politics,108515
2025-10-09,Science and Technology,45
2025-10-09,Weather,776
2025-10-10,Basketball (pro),0
2025-10-10,Commodities,57708
2025-10-10,Crypto,30763
2025-10-10,Economics,22773
2025-10-10,Financials,14096
2025-10-10,Football,0
2025-10-10,Other,0
2025-10-10,Politics,101113
2025-10-10,Science and Technology,448
2025-10-10,Weather,899
2025-10-11,Basketball (pro),0
2025-10-11,Commodities,100
2025-10-11,Crypto,490
2025-10-11,Economics,3240
2025-10-11,Financials,0
2025-10-11,Football,0
2025-10-11,Other,0
2025-10-11,Politics,145
2025-10-11,Science and Technology,0
2025-10-11,Weather,20
2025-10-12,Basketball (pro),0
2025-10-12,Commodities,314
2025-10-12,Crypto,9525
2025-10-12,Economics,28176
2025-10-12,Financials,460
2025-10-12,Football,0
2025-10-12,Other,0
2025-10-12,Politics,49485
2025-10-12,Science and Technology,260
2025-10-12,Weather,730
2025-10-13,Basketball (pro),0
2025-10-13,Commodities,137434
2025-10-13,Crypto,36191
2025-10-13,Economics,45323
2025-10-13,Financials,121169
2025-10-13,Football,0
2025-10-13,Other,0
2025-10-13,Politics,192222
2025-10-13,Science and Technology,61
2025-10-13,Weather,1663
2025-10-14,Basketball (pro),0
2025-10-14,Commodities,162465
2025-10-14,Crypto,21329
2025-10-14,Economics,143925
2025-10-14,Financials,106260
2025-10-14,Football,0
2025-10-14,Other,0
2025-10-14,Politics,72207
2025-10-14,Science and Technology,1
2025-10-14,Weather,404
2025-10-15,Basketball (pro),0
2025-10-15,Commodities,94363
2025-10-15,Crypto,12743
2025-10-15,Economics,53068
2025-10-15,Financials,111191
2025-10-15,Football,0
2025-10-15,Other,0
2025-10-15,Politics,27999
2025-10-15,Science and Technology,298
2025-10-15,Weather,630
2025-10-16,Basketball (pro),0
2025-10-16,Commodities,204109
2025-10-16,Crypto,20878
2025-10-16,Economics,75148
2025-10-16,Financials,96597
2025-10-16,Football,0
2025-10-16,Other,0
2025-10-16,Politics,248174
2025-10-16,Science and Technology,90
2025-10-16,Weather,222
2025-10-17,Basketball (pro),0
2025-10-17,Commodities,242519
2025-10-17,Crypto,19800
2025-10-17,Economics,99212
2025-10-17,Financials,231033
2025-10-17,Football,0
2025-10-17,Other,0
2025-10-17,Politics,560123
2025-10-17,Science and Technology,20
2025-10-17,Weather,463
2025-10-18,Basketball (pro),0
2025-10-18,Commodities,0
2025-10-18,Crypto,0
2025-10-18,Economics,193
2025-10-18,Financials,410
2025-10-18,Football,0
2025-10-18,Other,0
2025-10-18,Politics,1198
2025-10-18,Science and Technology,0
2025-10-18,Weather,67
2025-10-19,Basketball (pro),0
2025-10-19,Commodities,57
2025-10-19,Crypto,781
2025-10-19,Economics,11930
2025-10-19,Financials,13
2025-10-19,Football,0
2025-10-19,Other,0
2025-10-19,Politics,545037
2025-10-19,Science and Technology,210
2025-10-19,Weather,5873
2025-10-20,Basketball (pro),0
2025-10-20,Commodities,285097
2025-10-20,Crypto,10849
2025-10-20,Economics,11766
2025-10-20,Financials,114408
2025-10-20,Football,0
2025-10-20,Other,0
2025-10-20,Politics,191333
2025-10-20,Science and Technology,161
2025-10-20,Weather,2421
2025-10-21,Basketball (pro),0
2025-10-21,Commodities,201947
2025-10-21,Crypto,13985
2025-10-21,Economics,142899
2025-10-21,Financials,87423
2025-10-21,Football,0
2025-10-21,Other,0
2025-10-21,Politics,91206
2025-10-21,Science and Technology,320
2025-10-21,Weather,340
2025-10-22,Basketball (pro),0
2025-10-22,Commodities,57452
2025-10-22,Crypto,7895
2025-10-22,Economics,27747
2025-10-22,Financials,52711
2025-10-22,Football,0
2025-10-22,Other,0
2025-10-22,Politics,88434
2025-10-22,Science and Technology,70
2025-10-22,Weather,850
2025-10-23,Basketball (pro),0
2025-10-23,Commodities,135077
2025-10-23,Crypto,13296
2025-10-23,Economics,33260
2025-10-23,Financials,60581
2025-10-23,Football,0
2025-10-23,Other,0
2025-10-23,Politics,171821
2025-10-23,Science and Technology,140
2025-10-23,Weather,1580
2025-10-24,Basketball (pro),0
2025-10-24,Commodities,124114
2025-10-24,Crypto,15168
2025-10-24,Economics,34659
2025-10-24,Financials,104105
2025-10-24,Football,0
2025-10-24,Other,0
2025-10-24,Politics,515170
2025-10-24,Science and Technology,235
2025-10-24,Weather,308
2025-10-25,Basketball (pro),0
2025-10-25,Commodities,8
2025-10-25,Crypto,80
2025-10-25,Economics,5778
2025-10-25,Financials,0
2025-10-25,Football,0
2025-10-25,Other,0
2025-10-25,Politics,260995
2025-10-25,Science and Technology,0
2025-10-25,Weather,680
2025-10-26,Basketball (pro),0
2025-10-26,Commodities,100
2025-10-26,Crypto,1175
2025-10-26,Economics,66929
2025-10-26,Financials,10
2025-10-26,Football,0
2025-10-26,Other,0
2025-10-26,Politics,484867
2025-10-26,Science and Technology,231
2025-10-26,Weather,540
2025-10-27,Basketball (pro),0
2025-10-27,Commodities,48596
2025-10-27,Crypto,11273
2025-10-27,Economics,47380
2025-10-27,Financials,160279
2025-10-27,Football,0
2025-10-27,Other,0
2025-10-27,Politics,1873650
2025-10-27,Science and Technology,150
2025-10-27,Weather,1422
2025-10-28,Basketball (pro),0
2025-10-28,Commodities,57998
2025-10-28,Crypto,12344
2025-10-28,Economics,72198
2025-10-28,Financials,11316
2025-10-28,Football,0
2025-10-28,Other,0
2025-10-28,Politics,3180846
2025-10-28,Science and Technology,51
2025-10-28,Weather,1035
2025-10-29,Basketball (pro),0
2025-10-29,Commodities,89577
2025-10-29,Crypto,6615
2025-10-29,Economics,241256
2025-10-29,Financials,53271
2025-10-29,Football,0
2025-10-29,Other,0
2025-10-29,Politics,2482607
2025-10-29,Science and Technology,142
2025-10-29,Weather,918
2025-10-30,Basketball (pro),0
2025-10-30,Commodities,1806
2025-10-30,Crypto,9770
2025-10-30,Economics,15378
2025-10-30,Financials,418
2025-10-30,Football,0
2025-10-30,Other,0
2025-10-30,Politics,3197824
2025-10-30,Science and Technology,80
2025-10-30,Weather,1167
2025-10-31,Basketball (pro),0
2025-10-31,Commodities,38495
2025-10-31,Crypto,9830
2025-10-31,Economics,35395
2025-10-31,Financials,24815
2025-10-31,Football,0
2025-10-31,Other,0
2025-10-31,Politics,2074532
2025-10-31,Science and Technology,95
2025-10-31,Weather,180
2025-11-01,Basketball (pro),0
2025-11-01,Commodities,90
2025-11-01,Crypto,0
2025-11-01,Economics,302
2025-11-01,Financials,0
2025-11-01,Football,0
2025-11-01,Other,0
2025-11-01,Politics,939882
2025-11-01,Science and Technology,0
2025-11-01,Weather,0
2025-11-02,Basketball (pro),0
2025-11-02,Commodities,25
2025-11-02,Crypto,489
2025-11-02,Economics,5211
2025-11-02,Financials,35
2025-11-02,Football,0
2025-11-02,Other,0
2025-11-02,Politics,1500722
2025-11-02,Science and Technology,169
2025-11-02,Weather,430
2025-11-03,Basketball (pro),0
2025-11-03,Commodities,69786
2025-11-03,Crypto,36491
2025-11-03,Economics,9273
2025-11-03,Financials,39476
2025-11-03,Football,0
2025-11-03,Other,0
2025-11-03,Politics,3939871
2025-11-03,Science and Technology,190
2025-11-03,Weather,528
2025-11-04,Basketball (pro),0
2025-11-04,Commodities,426874
2025-11-04,Crypto,11344
2025-11-04,Economics,7532
2025-11-04,Financials,246425
2025-11-04,Football,0
2025-11-04,Other,0
2025-11-04,Politics,12238510
2025-11-04,Science and Technology,472
2025-11-04,Weather,140
2025-11-05,Basketball (pro),0
2025-11-05,Commodities,318529
2025-11-05,Crypto,14832
2025-11-05,Economics,7663
2025-11-05,Financials,15762
2025-11-05,Football,0
2025-11-05,Other,0
2025-11-05,Politics,6788208
2025-11-05,Science and Technology,290
2025-11-05,Weather,4146
2025-11-06,Basketball (pro),0
2025-11-06,Commodities,167817
2025-11-06,Crypto,10120
2025-11-06,Economics,5602
2025-11-06,Financials,59514
2025-11-06,Football,6
2025-11-06,Other,0
2025-11-06,Politics,649372
2025-11-06,Science and Technology,55
2025-11-06,Weather,990
2025-11-07,Basketball (pro),0
2025-11-07,Commodities,211066
2025-11-07,Crypto,11684
2025-11-07,Economics,13555
2025-11-07,Financials,132891
2025-11-07,Football,10
2025-11-07,Other,0
2025-11-07,Politics,826801
2025-11-07,Science and Technology,122
2025-11-07,Weather,244
2025-11-08,Basketball (pro),0
2025-11-08,Commodities,201
2025-11-08,Crypto,0
2025-11-08,Economics,239
2025-11-08,Financials,720
2025-11-08,Football,0
2025-11-08,Other,0
2025-11-08,Politics,300264
2025-11-08,Science and Technology,42
2025-11-08,Weather,120
2025-11-09,Basketball (pro),0
2025-11-09,Commodities,0
2025-11-09,Crypto,285
2025-11-09,Economics,9788
2025-11-09,Financials,0
2025-11-09,Football,0
2025-11-09,Other,0
2025-11-09,Politics,77606
2025-11-09,Science and Technology,50
2025-11-09,Weather,145
2025-11-10,Basketball (pro),0
2025-11-10,Commodities,153054
2025-11-10,Crypto,8680
2025-11-10,Economics,7977
2025-11-10,Financials,32837
2025-11-10,Football,0
2025-11-10,Other,0
2025-11-10,Politics,90291
2025-11-10,Science and Technology,223
2025-11-10,Weather,468
2025-11-11,Basketball (pro),0
2025-11-11,Commodities,166776
2025-11-11,Crypto,13095
2025-11-11,Economics,17176
2025-11-11,Financials,56148
2025-11-11,Football,0
2025-11-11,Other,0
2025-11-11,Politics,93294
2025-11-11,Science and Technology,366
2025-11-11,Weather,1146
2025-11-12,Basketball (pro),0
2025-11-12,Commodities,130518
2025-11-12,Crypto,9206
2025-11-12,Economics,8785
2025-11-12,Financials,46726
2025-11-12,Football,0
2025-11-12,Other,0
2025-11-12,Politics,122356
2025-11-12,Science and Technology,300
2025-11-12,Weather,571
2025-11-13,Basketball (pro),0
2025-11-13,Commodities,125883
2025-11-13,Crypto,18307
2025-11-13,Economics,12658
2025-11-13,Financials,158892
2025-11-13,Football,914
2025-11-13,Other,0
2025-11-13,Politics,86609
2025-11-13,Science and Technology,220
2025-11-13,Weather,1790
2025-11-14,Basketball (pro),0
2025-11-14,Commodities,248233
2025-11-14,Crypto,47706
2025-11-14,Economics,8987
2025-11-14,Financials,115810
2025-11-14,Football,1572
2025-11-14,Other,0
2025-11-14,Politics,63508
2025-11-14,Science and Technology,110
2025-11-14,Weather,1110
2025-11-15,Basketball (pro),0
2025-11-15,Commodities,0
2025-11-15,Crypto,100
2025-11-15,Economics,2878
2025-11-15,Financials,600
2025-11-15,Football,0
2025-11-15,Other,0
2025-11-15,Politics,10528
2025-11-15,Science and Technology,0
2025-11-15,Weather,0
2025-11-16,Basketball (pro),0
2025-11-16,Commodities,3
2025-11-16,Crypto,913
2025-11-16,Economics,12993
2025-11-16,Financials,100
2025-11-16,Football,0
2025-11-16,Other,0
2025-11-16,Politics,2087
2025-11-16,Science and Technology,10
2025-11-16,Weather,150
2025-11-17,Basketball (pro),0
2025-11-17,Commodities,160003
2025-11-17,Crypto,14045
2025-11-17,Economics,12280
2025-11-17,Financials,61314
2025-11-17,Football,2091
2025-11-17,Other,0
2025-11-17,Politics,7680
2025-11-17,Science and Technology,95
2025-11-17,Weather,830
2025-11-18,Basketball (pro),0
2025-11-18,Commodities,204589
2025-11-18,Crypto,18146
2025-11-18,Economics,25461
2025-11-18,Financials,139790
2025-11-18,Football,21689
2025-11-18,Other,0
2025-11-18,Politics,18082
2025-11-18,Science and Technology,435
2025-11-18,Weather,17105
2025-11-19,Basketball (pro),0
2025-11-19,Commodities,135923
2025-11-19,Crypto,102716
2025-11-19,Economics,31269
2025-11-19,Financials,157280
2025-11-19,Football,8519
2025-11-19,Other,0
2025-11-19,Politics,4711
2025-11-19,Science and Technology,30
2025-11-19,Weather,630837
2025-11-20,Basketball (pro),0
2025-11-20,Commodities,113294
2025-11-20,Crypto,80202
2025-11-20,Economics,68174
2025-11-20,Financials,183421
2025-11-20,Football,27793
2025-11-20,Other,0
2025-11-20,Politics,5008
2025-11-20,Science and Technology,18
2025-11-20,Weather,1257834
2025-11-21,Basketball (pro),0
2025-11-21,Commodities,250007
2025-11-21,Crypto,259631
2025-11-21,Economics,105413
2025-11-21,Financials,97103
2025-11-21,Football,73373
2025-11-21,Other,0
2025-11-21,Politics,36938
2025-11-21,Science and Technology,120
2025-11-21,Weather,1695606
2025-11-22,Basketball (pro),0
2025-11-22,Commodities,111
2025-11-22,Crypto,277
2025-11-22,Economics,1393
2025-11-22,Financials,0
2025-11-22,Football,26545
2025-11-22,Other,0
2025-11-22,Politics,4045
2025-11-22,Science and Technology,0
2025-11-22,Weather,1518119
2025-11-23,Basketball (pro),0
2025-11-23,Commodities,114
2025-11-23,Crypto,43705
2025-11-23,Economics,15577
2025-11-23,Financials,20
2025-11-23,Football,1267360
2025-11-23,Other,0
2025-11-23,Politics,5183
2025-11-23,Science and Technology,60
2025-11-23,Weather,1323367
2025-11-24,Basketball (pro),0
2025-11-24,Commodities,181414
2025-11-24,Crypto,37636
2025-11-24,Economics,50843
2025-11-24,Financials,188899
2025-11-24,Football,8382
2025-11-24,Other,0
2025-11-24,Politics,2653
2025-11-24,Science and Technology,90
2025-11-24,Weather,1846542
2025-11-25,Basketball (pro),0
2025-11-25,Commodities,202081
2025-11-25,Crypto,72960
2025-11-25,Economics,69600
2025-11-25,Financials,135548
2025-11-25,Football,54667
2025-11-25,Other,0
2025-11-25,Politics,13436
2025-11-25,Science and Technology,238
2025-11-25,Weather,2087613
2025-11-26,Basketball (pro),0
2025-11-26,Commodities,151113
2025-11-26,Crypto,81473
2025-11-26,Economics,24274
2025-11-26,Financials,94733
2025-11-26,Football,57137
2025-11-26,Other,0
2025-11-26,Politics,13692
2025-11-26,Science and Technology,314
2025-11-26,Weather,2516116
2025-11-27,Basketball (pro),0
2025-11-27,Commodities,383
2025-11-27,Crypto,76421
2025-11-27,Economics,18127
2025-11-27,Financials,2870
2025-11-27,Football,39046
2025-11-27,Other,0
2025-11-27,Politics,61993
2025-11-27,Science and Technology,74
2025-11-27,Weather,1503401
2025-11-28,Basketball (pro),0
2025-11-28,Commodities,484205
2025-11-28,Crypto,83024
2025-11-28,Economics,67491
2025-11-28,Financials,118905
2025-11-28,Football,138314
2025-11-28,Other,0
2025-11-28,Politics,1307
2025-11-28,Science and Technology,70
2025-11-28,Weather,1656821
2025-11-29,Basketball (pro),0
2025-11-29,Commodities,0
